Volatility 3 Framework 2.28.1

Allocation	Tag	PoolType	NumberOfBytes	Status
0xffffe08e7f5ee000	CM25	N/A	0x1000	Allocated
0xffff990ef2e8e000	Cont	N/A	0x1000	Allocated
0xffffe08e7d4a0000	MmSt	N/A	0x1000	Allocated
0xffff990ef250a000	Cont	N/A	0x1000	Allocated
0xffffe08e7f5b3000	CM25	N/A	0x1000	Allocated
0xffffe08e7f0f1000	CM25	N/A	0x1000	Allocated
0xffffe08e7fa75000	CM25	N/A	0x1000	Allocated
0xffffe08e816c6000	CM16	N/A	0x1000	Allocated
0xffffe08e7d465000	MmSt	N/A	0x1000	Allocated
0xffffe08e7f69f000	CM25	N/A	0x1000	Allocated
0xffffe08e7f1dd000	CM25	N/A	0x4000	Allocated
0xffffe08e817b2000	CM16	N/A	0x1000	Allocated
0xffffe08e804aa000	Gcac	N/A	0x2000	Allocated
0xffffe08e7f664000	CM25	N/A	0x1000	Allocated
0xffffe08e7f1a2000	CM25	N/A	0x1000	Allocated
0xffffe08e871a2000	RvaL	N/A	0x1130	Allocated
0xffff990ef2e53000	Cont	N/A	0x1000	Allocated
0xffff990eeebf2000	EtwB	N/A	0x2000	Allocated
0xffffe08e7fb26000	CM25	N/A	0x1000	Allocated
0xffffe08e81777000	CM16	N/A	0x1000	Allocated
0xffffe08e7faeb000	CM25	N/A	0x1000	Allocated
0xffffe08e8388a000	WtdJ	N/A	0x1330	Allocated
0xffffe08e7f629000	CM25	N/A	0x1000	Allocated
0xffffe08e7c20e000	MiRr	N/A	0x1490	Allocated
0xffff990ef2e18000	Cont	N/A	0x1000	Allocated
0xffffe08e7f167000	CM25	N/A	0x1000	Allocated
0xffffe08e7f5bc000	CM25	N/A	0x1000	Allocated
0xffffe08e7f0fa000	CM25	N/A	0x1000	Allocated
0xffffe08e7fa7e000	CM25	N/A	0x1000	Allocated
0xffff990ef2f87000	Cont	N/A	0x1000	Allocated
0xffff990ef2ac5000	Cont	N/A	0x1000	Allocated
0xffff990ef2603000	Devi	N/A	0x3460	Allocated
0xffffe08e816cf000	CM16	N/A	0x1000	Allocated
0xffffe08e8546e000	Gpbm	N/A	0x1900	Allocated
0xffffe08e7fa43000	CM25	N/A	0x1000	Allocated
0xffffe08e87a43000	CMCa	N/A	0x3000	Allocated
0xffffe08e7f581000	CM25	N/A	0x1000	Allocated
0xffffe08e7ff05000	Gpbm	N/A	0x1000	Allocated
0xffff990ef2f4c000	Cont	N/A	0x1000	Allocated
0xffffe08e7f0bf000	CM25	N/A	0x1000	Allocated
0xffffe08e81694000	CM16	N/A	0x1000	Allocated
0xffffe08e7feca000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7caaf000	CM29	N/A	0x3000	Allocated
0xffffe08e7c5ed000	WDIs	N/A	0x1000	Allocated
0xffffe08e7f084000	CM25	N/A	0x1000	Allocated
0xffffe08e7fa08000	CM25	N/A	0x1000	Allocated
0xffffe08e7f546000	CM25	N/A	0x1000	Allocated
0xffffe08e81780000	CM16	N/A	0x1000	Allocated
0xffffe08e7faf4000	CM25	N/A	0x1000	Allocated
0xffffe08e87af4000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f632000	CM25	N/A	0x1000	Allocated
0xffffe08e7f170000	CM25	N/A	0x4000	Allocated
0xffffe08e7d9a6000	MmSt	N/A	0x1000	Allocated
0xffff990ef2f11000	Cont	N/A	0x1000	Allocated
0xffffe08e81745000	CM16	N/A	0x1000	Allocated
0xffffe08e7ff7b000	Gpbm	N/A	0x1000	Allocated
0xffffe08e808ff000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f5f7000	CM25	N/A	0x1000	Allocated
0xffffe08e7f135000	CM25	N/A	0x1000	Allocated
0xffffe08e8170a000	CM16	N/A	0x1000	Allocated
0xffffe08e854a9000	CMCa	N/A	0x3000	Allocated
0xffffe08e888c4000	MmRe	N/A	0x18a0	Allocated
0xffffe08e85a57000	CMSc	N/A	0x1fb0	Allocated
0xffffe08e817f6000	CM16	N/A	0x2000	Allocated
0xffffe08e7fb6a000	CM25	N/A	0x1000	Allocated
0xffff990ef2e9b000	Cont	N/A	0x1000	Allocated
0xffffe08e7f6a8000	CM25	N/A	0x1000	Allocated
0xffffe08e7f1e6000	CM25	N/A	0x1000	Allocated
0xffff990ef2e25000	Cont	N/A	0x1000	Allocated
0xffff990ef2e60000	Cont	N/A	0x1000	Allocated
0xffffe08e7f1ab000	CM25	N/A	0x1000	Allocated
0xffffe08e7fb2f000	CM25	N/A	0x1000	Allocated
0xffffe08e7f66d000	CM25	N/A	0x1000	Allocated
0xffffe08e7d9e1000	MmSt	N/A	0x1000	Allocated
0xffffe08e7fc1b000	CM25	N/A	0x2000	Allocated
0xffffe08e7f759000	CM25	N/A	0x1000	Allocated
0xffffe08e8859f000	RvaL	N/A	0x11d0	Allocated
0xffffe08e7c33e000	CM16	N/A	0x1000	Allocated
0xffff990ef2dea000	Cont	N/A	0x1000	Allocated
0xffffe08e7f297000	CM25	N/A	0x2000	Allocated
0xffffe08e8560b000	MmRe	N/A	0x27c0	Allocated
0xffff990ef2daf000	Cont	N/A	0x1000	Allocated
0xffffe08e7f25c000	CM25	N/A	0x1000	Allocated
0xffff990eee68c000	Vmpb	N/A	0x3200	Allocated
0xffffe08e7fbe0000	CM25	N/A	0x1000	Allocated
0xffffe08e7f71e000	CM25	N/A	0x1000	Allocated
0xffffe08e81cf3000	MmRe	N/A	0x22d0	Allocated
0xffffe08e7c78a000	Clfs	N/A	0x1000	Allocated
0xffffe08e8136f000	MmRe	N/A	0x1c40	Allocated
0xffffe08e7f6e3000	CM25	N/A	0x1000	Allocated
0xffffe08e7f221000	CM25	N/A	0x1000	Allocated
0xffffe08e87221000	RvaL	N/A	0x1670	Allocated
0xffffe08e7fba5000	CM25	N/A	0x1000	Allocated
0xffffe08e81e40000	CM16	N/A	0x1000	Allocated
0xffffe08e7dbdf000	MmSt	N/A	0x1000	Allocated
0xffffe08e7f830000	CM25	N/A	0x1000	Allocated
0xffffe08e8310d000	CM16	N/A	0x1000	Allocated
0xffff990ef2d13000	Cont	N/A	0x1000	Allocated
0xffff990ef2851000	MmWe	N/A	0x20a0	Allocated
0xffffe08e81e05000	CM16	N/A	0x1000	Allocated
0xffffe08e88afd000	CMCa	N/A	0x3000	Allocated
0xffffe08e7f333000	CM25	N/A	0x1000	Allocated
0xffffe08e7f7f5000	CM25	N/A	0x1000	Allocated
0xffff990ef2cd8000	Cont	N/A	0x1000	Allocated
0xffffe08e7cd23000	CM29	N/A	0x3000	Allocated
0xffffe08e80ac2000	MmRe	N/A	0x31000	Allocated
0xffffe08e83680000	CM10	N/A	0x12e0	Allocated
0xffffe08e831be000	CM16	N/A	0x1000	Allocated
0xffffe08e7d2d1000	MmSt	N/A	0x25000	Allocated
0xffff990ef2c62000	Cont	N/A	0x1000	Allocated
0xffffe08e81eb6000	CM16	N/A	0x1000	Allocated
0xffff990ef2c9d000	Cont	N/A	0x1000	Allocated
0xffffe08e7f3e4000	CM25	N/A	0x1000	Allocated
0xffffe08e83183000	CM16	N/A	0x1000	Allocated
0xffffe08e87d68000	WtdJ	N/A	0x1320	Allocated
0xffffe08e83b07000	fpct	N/A	0x11c0	Allocated
0xffffe08e7f8a6000	CM25	N/A	0x1000	Allocated
0xffffe08e878a6000	MmRe	N/A	0x4630	Allocated
0xffffe08e81e7b000	CM16	N/A	0x2000	Allocated
0xffff990ef2c27000	Cont	N/A	0x1000	Allocated
0xffffe08e88b73000	Gpbm	N/A	0x1680	Allocated
0xffff990ef2765000	Nb01	N/A	0x1010	Allocated
0xffffe08e7d296000	MmSt	N/A	0x1000	Allocated
0xffffe08e7f86b000	CM25	N/A	0x2000	Allocated
0xffffe08e7f3a9000	CM25	N/A	0x2000	Allocated
0xffffe08e83148000	CM16	N/A	0x1000	Allocated
0xffff990ef2bec000	Cont	N/A	0x1000	Allocated
0xffffe08e8c9fe000	Obtb	N/A	0x1000	Allocated
0xffffe08e8879d000	Gpbm	N/A	0x1680	Allocated
0xffffe08e7f957000	CM25	N/A	0x1000	Allocated
0xffffe08e7f495000	CM25	N/A	0x1000	Allocated
0xffffe08e81f2c000	Obtb	N/A	0x1000	Allocated
0xffffe08e7dccb000	MmSt	N/A	0x1000	Allocated
0xffffe08e7d347000	MmSt	N/A	0x31b0	Allocated
0xffffe08e7f91c000	CM25	N/A	0x1000	Allocated
0xffffe08e7f45a000	CM25	N/A	0x1000	Allocated
0xffffe08e81ef1000	CM16	N/A	0x1000	Allocated
0xffffe08e7f8e1000	CM25	N/A	0x1000	Allocated
0xffffe08e81b1b000	MmRe	N/A	0x13c0	Allocated
0xffffe08e81659000	RvaL	N/A	0x1600	Allocated
0xffffe08e7f50b000	CM25	N/A	0x1000	Allocated
0xffffe08e7f9cd000	CM25	N/A	0x1000	Allocated
0xffff990ef2b76000	Cont	N/A	0x1000	Allocated
0xffffe08e7d87f000	MmSt	N/A	0x2040	Allocated
0xffffe08e7f992000	CM25	N/A	0x1000	Allocated
0xffffe08e7f4d0000	CM25	N/A	0x1000	Allocated
0xffffe08e7f15b000	CM25	N/A	0x4000	Allocated
0xffffe08e7fadf000	CM25	N/A	0x1000	Allocated
0xffffe08e8387e000	CM10	N/A	0x12e0	Allocated
0xffffe08e7f61d000	CM25	N/A	0x1000	Allocated
0xffffe08e8761d000	MmRe	N/A	0x2410	Allocated
0xffffe08e7de53000	MmSt	N/A	0x2160	Allocated
0xffffe08e808ea000	RvaL	N/A	0x1630	Allocated
0xffffe08e888ea000	HT40	N/A	0x1bf0	Allocated
0xffffe08e81730000	CM16	N/A	0x1000	Allocated
0xffffe08e7d4cf000	MmSt	N/A	0x1c00	Allocated
0xffffe08e854cf000	Obtb	N/A	0x1000	Allocated
0xffffe08e7faa4000	CM25	N/A	0x1000	Allocated
0xffffe08e83843000	CMCa	N/A	0x3000	Allocated
0xffffe08e7f5e2000	CM25	N/A	0x1000	Allocated
0xffffe08e83381000	WtdJ	N/A	0x1310	Allocated
0xffffe08e80428000	Gcac	N/A	0x9000	Allocated
0xffffe08e7ff66000	Gpbm	N/A	0x1000	Allocated
0xffff990ef2fad000	Cont	N/A	0x1000	Allocated
0xffffe08e7f120000	CM25	N/A	0x1000	Allocated
0xffffe08e816f5000	CM16	N/A	0x1000	Allocated
0xffffe08e7ff2b000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7fa69000	CM25	N/A	0x1000	Allocated
0xffffe08e808af000	RvaL	N/A	0x11000	Allocated
0xffffe08e7f5a7000	CM25	N/A	0x1000	Allocated
0xffffe08e7f0e5000	CM25	N/A	0x1000	Allocated
0xffffe08e870e5000	RvaL	N/A	0x5100	Allocated
0xffffe08e8cbfc000	RvaL	N/A	0x4000	Allocated
0xffffe08e7f693000	CM25	N/A	0x1000	Allocated
0xffffe08e871d1000	Obtb	N/A	0x1000	Allocated
0xffffe08e83db6000	Gcac	N/A	0x9000	Allocated
0xffffe08e7fb55000	CM25	N/A	0x1000	Allocated
0xffff990ef84db000	MmAc	N/A	0x1000	Allocated
0xffff990ef71d3000	EtwB	N/A	0x1000	Allocated
0xffff990ef2f72000	Cont	N/A	0x1000	Allocated
0xffffe08e817a6000	CM16	N/A	0x1000	Allocated
0xffffe08e7fb1a000	CM25	N/A	0x1000	Allocated
0xffffe08e80960000	CM16	N/A	0x2000	Allocated
0xffffe08e8049e000	Gcac	N/A	0x2000	Allocated
0xffffe08e7f658000	CM25	N/A	0x1000	Allocated
0xffffe08e7f196000	CM25	N/A	0x1000	Allocated
0xffffe08e8176b000	CM16	N/A	0x1000	Allocated
0xffffe08e7d50a000	MmSt	N/A	0x2110	Allocated
0xffffe08e8976b000	DxgK	N/A	0x4000	Allocated
0xffffe08e7e350000	MmSt	N/A	0x95000	Allocated
0xffff990ef2f37000	Cont	N/A	0x1000	Allocated
0xffff990ef2ec1000	Cont	N/A	0x1000	Allocated
0xffffe08e7fbcb000	CM25	N/A	0x1000	Allocated
0xffffe08e7f709000	CM25	N/A	0x1000	Allocated
0xffff990ef2efc000	Cont	N/A	0x1000	Allocated
0xffffe08e7f247000	CM25	N/A	0x1000	Allocated
0xffff990ef70e7000	EtwB	N/A	0x1000	Allocated
0xffff990ef2e86000	Cont	N/A	0x1000	Allocated
0xffff990ef2502000	Cont	N/A	0x1000	Allocated
0xffffe08e7c775000	NtFm	N/A	0x2000	Allocated
0xffffe08e7f20c000	CM25	N/A	0x1000	Allocated
0xffffe08e7fb90000	CM25	N/A	0x1000	Allocated
0xffffe08e7f6ce000	CM25	N/A	0x1000	Allocated
0xffffb080160b1000	HalD	N/A	0x1000	Allocated
0xffffe08e817e1000	CM16	N/A	0x1000	Allocated
0xffffe08e7f7ba000	CM25	N/A	0x1000	Allocated
0xffffe08e83559000	RvaL	N/A	0x32e0	Allocated
0xffff990ef2e4b000	Cont	N/A	0x1000	Allocated
0xffff990ef2989000	WPCT	N/A	0x1000	Allocated
0xffff990ef6266000	EtwB	N/A	0x10000	Allocated
0xffffe08e81d8f000	MmRe	N/A	0x36f0	Allocated
0xffffe08e7db2e000	MSum	N/A	0x1000	Allocated
0xffffe08e7c364000	CM10	N/A	0x12e0	Allocated
0xffffe08e7fc41000	UApt	N/A	0x1240	Allocated
0xffff990eee6ed000	HalK	N/A	0x4800	Allocated
0xffffe08e7f77f000	CM25	N/A	0x1000	Allocated
0xffffe08e7f2bd000	CM25	N/A	0x1000	Allocated
0xffffe08e872bd000	Gpbm	N/A	0x2650	Allocated
0xffffe08e7daf3000	MSum	N/A	0x1000	Allocated
0xffffe08e7f744000	CM25	N/A	0x1000	Allocated
0xffffe08e834e3000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7f282000	CM25	N/A	0x2000	Allocated
0xffffe08e87282000	Gpbm	N/A	0x2650	Allocated
0xffffe08e7f3cf000	CM25	N/A	0x1000	Allocated
0xffffe08e8316e000	CM16	N/A	0x1000	Allocated
0xffffe08e894e2000	MmRe	N/A	0x4cf0	Allocated
0xffff990ef2d74000	Cont	N/A	0x1000	Allocated
0xffffe08e81e66000	CM16	N/A	0x1000	Allocated
0xffffe08e7f394000	CM25	N/A	0x2000	Allocated
0xffffe08e83133000	CM16	N/A	0x1000	Allocated
0xffffe08e7f856000	CM25	N/A	0x2000	Allocated
0xffffe08e835f5000	Gpbm	N/A	0x1000	Allocated
0xffffe08e81e2b000	CM16	N/A	0x1000	Allocated
0xffffe08e7dbca000	MmSt	N/A	0x11d0	Allocated
0xffff990ef2d39000	Cont	N/A	0x1000	Allocated
0xffff990ef2877000	MmAc	N/A	0x1000	Allocated
0xffff990ef86ee000	smRg	N/A	0x8000	Allocated
0xffffe08e7f480000	CM25	N/A	0x1000	Allocated
0xffffe08e87480000	CM10	N/A	0x12e0	Allocated
0xffffe08e857f4000	DxgK	N/A	0x4000	Allocated
0xffff990ef2cc3000	Cont	N/A	0x1000	Allocated
0xffffe08e81f17000	CM16	N/A	0x1000	Allocated
0xffffe08e81a55000	CM10	N/A	0x12e0	Allocated
0xffffe08e7c4ec000	CIcr	N/A	0x5ae0	Allocated
0xffff990ef2cfe000	Cont	N/A	0x1000	Allocated
0xffffe08e80c0f000	RvaL	N/A	0x13b0	Allocated
0xffffe08e831e4000	CM16	N/A	0x1000	Allocated
0xffffe08e7f907000	CM25	N/A	0x1000	Allocated
0xffffe08e7f445000	CM25	N/A	0x1000	Allocated
0xffffe08e81edc000	CM16	N/A	0x1000	Allocated
0xffff990ef2c88000	Cont	N/A	0x1000	Allocated
0xffffe08e8ce35000	MmRe	N/A	0x68000	Allocated
0xffffe08e7f8cc000	CM25	N/A	0x1000	Allocated
0xffffe08e7f40a000	CM25	N/A	0x1000	Allocated
0xffffe08e831a9000	CM16	N/A	0x1000	Allocated
0xffffe08e81ea1000	CM16	N/A	0x1000	Allocated
0xffff990ef2c4d000	Cont	N/A	0x1000	Allocated
0xffffe08e7ca5f000	NtLA	N/A	0xc000	Allocated
0xffffe08e807fe000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f9b8000	CM25	N/A	0x1000	Allocated
0xffffe08e7f4f6000	CM25	N/A	0x1000	Allocated
0xffffe08e7dd2c000	MmSt	N/A	0x1000	Allocated
0xffffe08e81147000	LSfR	N/A	0x20c0	Allocated
0xffffe08e88c85000	Gfda	N/A	0x2ed0	Allocated
0xffffe08e7f4bb000	CM25	N/A	0x1000	Allocated
0xffffe08e83bde000	Gpbm	N/A	0x1000	Allocated
0xffffe08e8a414000	MmSt	N/A	0x5430	Allocated
0xffffe08e7d82f000	MmSt	N/A	0x1150	Allocated
0xffffe08e7f942000	CM25	N/A	0x1000	Allocated
0xffffe08e836e1000	PfLB	N/A	0x8000	Allocated
0xffffe08e87942000	RvaL	N/A	0x1220	Allocated
0xffffe08e88788000	Obtb	N/A	0x1000	Allocated
0xffff990ef2c12000	Cont	N/A	0x1000	Allocated
0xffffe08e802c6000	Clfs	N/A	0x1000	Allocated
0xffffe08e7c613000	MmRe	N/A	0x3140	Allocated
0xffffe08e803b2000	Gelc	N/A	0x1000	Allocated
0xffffb08014638000	ConT	N/A	0x4000	Allocated
0xffffe08e7f56c000	CM25	N/A	0x1000	Allocated
0xffffe08e870aa000	RvaL	N/A	0x38c0	Allocated
0xffffe08e7fef0000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7fa2e000	CM25	N/A	0x1000	Allocated
0xffff990ef2bd7000	Cont	N/A	0x1000	Allocated
0xffffe08e7ca9a000	CM29	N/A	0x3000	Allocated
0xffffe08e80839000	RvaL	N/A	0x1e20	Allocated
0xffffe08e8167f000	CM16	N/A	0x1000	Allocated
0xffffb080145c2000	ConT	N/A	0x4000	Allocated
0xffff990ef432b000	MmAc	N/A	0x1000	Allocated
0xffffe08e7f9f3000	CM25	N/A	0x1000	Allocated
0xffffe08e7f531000	CM25	N/A	0x1000	Allocated
0xffff990ef2b9c000	Cont	N/A	0x1000	Allocated
0xffffe08e89644000	RvaL	N/A	0x27d0	Allocated
0xffffe08e7cf21000	Clfs	N/A	0x1000	Allocated
0xffffe08e7f1bc000	CM25	N/A	0x1000	Allocated
0xffff990ef468f000	CDmp	N/A	0x42000	Allocated
0xffffe08e7fb40000	CM25	N/A	0x1000	Allocated
0xffffe08e838df000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f67e000	CM25	N/A	0x1000	Allocated
0xffff990ef2ec5000	Cont	N/A	0x1000	Allocated
0xffffe08e81791000	CM16	N/A	0x1000	Allocated
0xffff990ef2a03000	FxLg	N/A	0x1000	Allocated
0xffffe08e80489000	CMCa	N/A	0x3000	Allocated
0xffffe08e8506e000	MmRe	N/A	0x2450	Allocated
0xffffe08e7f643000	CM25	N/A	0x1000	Allocated
0xffffe08e7fb05000	CM25	N/A	0x1000	Allocated
0xffff990ef2e8a000	Cont	N/A	0x1000	Allocated
0xffff990ef2506000	Cont	N/A	0x1000	Allocated
0xffffe08e85033000	RvaL	N/A	0x31e0	Allocated
0xffffe08e81c18000	Gcac	N/A	0x5000	Allocated
0xffffe08e7d9b7000	MmSt	N/A	0x1000	Allocated
0xffffe08e81756000	CM16	N/A	0x1000	Allocated
0xffffe08e7ff8c000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7faca000	CM25	N/A	0x1000	Allocated
0xffffb080160b5000	HalD	N/A	0x1000	Allocated
0xffffe08e7f608000	CM25	N/A	0x1000	Allocated
0xffffe08e7f146000	CM25	N/A	0x2000	Allocated
0xffffe08e87146000	Gpbm	N/A	0x8000	Allocated
0xffff990ef2e4f000	Cont	N/A	0x1000	Allocated
0xffffe08e7f6f4000	CM25	N/A	0x1000	Allocated
0xffffe08e7f232000	CM25	N/A	0x1000	Allocated
0xffffe08e7fbb6000	CM25	N/A	0x2000	Allocated
0xffffe08e8b955000	PfFH	N/A	0x20000	Allocated
0xffffe08e7da68000	MmSt	N/A	0x1000	Allocated
0xffffe08e7d5a6000	MmSt	N/A	0x1940	Allocated
0xffffe08e7fb7b000	CM25	N/A	0x1000	Allocated
0xffffe08e7f6b9000	CM25	N/A	0x1000	Allocated
0xffffe08e7f1f7000	CM25	N/A	0x1000	Allocated
0xffffe08e817cc000	CM16	N/A	0x1000	Allocated
0xffffe08e7c263000	MiRr	N/A	0x4210	Allocated
0xffffe08e88002000	fpRD	N/A	0x40000	Allocated
0xffffe08e85b19000	Obtb	N/A	0x1000	Allocated
0xffffe08e7db19000	MSum	N/A	0x1000	Allocated
0xffffe08e8b9cb000	MmRe	N/A	0x1dc0	Allocated
0xffffe08e7f76a000	CM25	N/A	0x1000	Allocated
0xffffe08e83509000	MmRe	N/A	0x11d0	Allocated
0xffff990ef2dd9000	Cont	N/A	0x1000	Allocated
0xffffe08e7f2a8000	CM25	N/A	0x1000	Allocated
0xffffe08e7fbf1000	CM25	N/A	0x1000	Allocated
0xffff990ef2d63000	Cont	N/A	0x1000	Allocated
0xffff990eeeb02000	EtwB	N/A	0x10000	Allocated
0xffff990ef6b02000	smRg	N/A	0x40000	Allocated
0xffff990eeefff000	FxLg	N/A	0x1000	Allocated
0xffff990ef2d9e000	Cont	N/A	0x1000	Allocated
0xffff990ef6fff000	MmAc	N/A	0x1000	Allocated
0xffffe08e7f72f000	CM25	N/A	0x1000	Allocated
0xffffe08e7f26d000	CM25	N/A	0x2000	Allocated
0xffffe08e7f81b000	CM25	N/A	0x1000	Allocated
0xffffe08e7f359000	CM25	N/A	0x2000	Allocated
0xffff990ef2d28000	Cont	N/A	0x1000	Allocated
0xffff990eeeac7000	EtwB	N/A	0x10000	Allocated
0xffffe08e8a2b2000	MmSt	N/A	0x1420	Allocated
0xffffe08e8146c000	CM16	N/A	0x1000	Allocated
0xffffe08e7db8f000	MmSt	N/A	0x1b50	Allocated
0xffffe08e7fca2000	GGG1	N/A	0x1680	Allocated
0xffffe08e7c3c5000	CM16	N/A	0x4000	Allocated
0xffffe08e80626000	Obtb	N/A	0x1000	Allocated
0xffff990ef6f4e000	MmAc	N/A	0x1000	Allocated
0xffff990ef2ced000	Cont	N/A	0x1000	Allocated
0xffffe08e7f7e0000	CM25	N/A	0x1000	Allocated
0xffffe08e8731e000	Gpbm	N/A	0x1900	Allocated
0xffffe08e818f3000	Gpbm	N/A	0x1900	Allocated
0xffffe08e85692000	MmRe	N/A	0x2f20	Allocated
0xffffe08e80f6f000	RtFo	N/A	0x2a50	Allocated
0xffffe08e7cd0e000	CM29	N/A	0x3000	Allocated
0xffffe08e7f7a5000	CM25	N/A	0x1000	Allocated
0xffffe08e80bfa000	Obtb	N/A	0x1000	Allocated
0xffffe08e7d31d000	MmSt	N/A	0x1c10	Allocated
0xffffe08e7f8f2000	CM25	N/A	0x1000	Allocated
0xffffe08e831cf000	Wnf	N/A	0x1010	Allocated
0xffffe08e81ec7000	CM16	N/A	0x1000	Allocated
0xffff990ef2c51000	Cont	N/A	0x1000	Allocated
0xffffe08e7ce20000	RvaL	N/A	0x1470	Allocated
0xffffe08e886fd000	CM26	N/A	0x3000	Allocated
0xffffe08e806fd000	Obtb	N/A	0x1000	Allocated
0xffffe08e83194000	CM16	N/A	0x1000	Allocated
0xffffe08e878b7000	MmRe	N/A	0x1cb0	Allocated
0xffffe08e81e8c000	CM16	N/A	0x1000	Allocated
0xffffe08e85c2b000	CM32	N/A	0x1000	Allocated
0xffff990ef2c16000	Cont	N/A	0x1000	Allocated
0xffffe08e8c461000	Gpbm	N/A	0x1000	Allocated
0xffffe08e81046000	MmRe	N/A	0x1800	Allocated
0xffff990ef2bdb000	Cont	N/A	0x1000	Allocated
0xffff990ef2257000	MPfd	N/A	0x1180	Allocated
0xffffb0801463c000	ConT	N/A	0x4000	Allocated
0xffffe08e7f968000	CM25	N/A	0x1000	Allocated
0xffffe08e7f4a6000	CM25	N/A	0x1000	Allocated
0xffff990ef432f000	smSt	N/A	0x2000	Allocated
0xffffb080145c6000	ConT	N/A	0x4000	Allocated
0xffff990ef80ce000	MmAc	N/A	0x1000	Allocated
0xffffe08e81f3d000	Obtb	N/A	0x1000	Allocated
0xffffe08e7d358000	MmSt	N/A	0x1980	Allocated
0xffff990ef2ba0000	Cont	N/A	0x1000	Allocated
0xffff990eee93f000	EtwB	N/A	0x10000	Allocated
0xffffe08e7f46b000	CM25	N/A	0x1000	Allocated
0xffffe08e7fdef000	Gpbm	N/A	0x1000	Allocated
0xffffe08e7f92d000	CM25	N/A	0x1000	Allocated
0xffffb0801413f000	ConT	N/A	0x1000	Allocated
0xffffe08e81f02000	CM16	N/A	0x2000	Allocated
0xffffe08e7fedb000	Obtb	N/A	0x1000	Allocated
0xffffe08e7fa19000	CM25	N/A	0x1000	Allocated
0xffffe08e7c5fe000	Pp	N/A	0x2000	Allocated
0xffffe08e7f557000	CM25	N/A	0x1000	Allocated
0xffffe08e87557000	Obtb	N/A	0x1000	Allocated
0xffffe08e7ca85000	CM29	N/A	0x3000	Allocated
0xffffe08e7f51c000	CM25	N/A	0x1000	Allocated
0xffffe08e7f9de000	CM25	N/A	0x1000	Allocated
0xffffe08e7d3ce000	MmSt	N/A	0x2170	Allocated
0xffffe08e7f9a3000	CM25	N/A	0x2000	Allocated
0xffffe08e7f4e1000	CM25	N/A	0x1000	Allocated
0xffff990ef2fb1000	Cont	N/A	0x1000	Allocated
0xffffe08e7fe65000	Gpbm	N/A	0x1900	Allocated
0xffffe08e8171b000	CM16	N/A	0x1000	Allocated
0xffffe08e888d5000	MmRe	N/A	0x5d20	Allocated
0xffffe08e7f10b000	CM25	N/A	0x1000	Allocated
0xffffe08e8710b000	WtdJ	N/A	0x1310	Allocated
0xffffe08e7fa8f000	CM25	N/A	0x1000	Allocated
0xffffe08e7f5cd000	CM25	N/A	0x2000	Allocated
0xffff990ef2f76000	Cont	N/A	0x1000	Allocated
0xffffe08e7fa54000	CM25	N/A	0x1000	Allocated
0xffffe08e7f592000	CM25	N/A	0x1000	Allocated
0xffffe08e7ff16000	Gpbm	N/A	0x1000	Allocated
0xffff990ef2f3b000	Cont	N/A	0x1000	Allocated
0xffffe08e7f6df000	CM25	N/A	0x1000	Allocated
0xffffe08e7f21d000	CM25	N/A	0x1000	Allocated
0xffffe08e8721d000	MmRe	N/A	0x39c0	Allocated
0xffff990ef2f26000	Cont	N/A	0x1000	Allocated
0xffffe08e817f2000	CM16	N/A	0x1000	Allocated
0xffff990ef6803000	MmAc	N/A	0x1000	Allocated
0xffffe08e80e6e000	Obtb	N/A	0x1000	Allocated
0xffffe08e7f6a4000	CM25	N/A	0x1000	Allocated
0xffffe08e83443000	Obtb	N/A	0x1000	Allocated
0xffffe08e7fb66000	CM25	N/A	0x1000	Allocated
0xffff990ef2eeb000	Cont	N/A	0x1000	Allocated
0xffffe08e88971000	Obtb	N/A	0x1000	Allocated
0xffffe08e817b7000	CM16	N/A	0x1000	Allocated
0xffffe08e7d556000	MmSt	N/A	0x2110	Allocated
0xffffe08e7fb2b000	CM25	N/A	0x1000	Allocated
0xffffe08e7f669000	CM25	N/A	0x1000	Allocated
0xffffe08e7ffed000	CLIP	N/A	0x1000	Allocated
0xffff990ef7f92000	smSt	N/A	0x1dc0	Allocated
0xffff990ef2eb0000	Cont	N/A	0x1000	Allocated
0xffffe08e880d9000	RvaL	N/A	0x2410	Allocated
0xffffe08e85180000	CM26	N/A	0x3000	Allocated
0xffffe08e87293000	Gpbm	N/A	0x2650	Allocated
0xffffe08e7fc17000	CM25	N/A	0x4000	Allocated
0xffffe08e7f755000	CM25	N/A	0x1000	Allocated
0xffffe08e7fbdc000	CM25	N/A	0x1000	Allocated
0xffffe08e7f71a000	CM25	N/A	0x1000	Allocated
0xffffe08e834b9000	MmRe	N/A	0x3880	Allocated
0xffffe08e7c2ff000	CM16	N/A	0x1000	Allocated
0xffffe08e7f258000	CM25	N/A	0x1000	Allocated
