Volatility 3 Framework 2.28.1

Index	Address	Module	Symbol

0	0xf804a803ebe0	ntoskrnl	NtAccessCheck
1	0xf804a806afc0	ntoskrnl	NtWorkerFactoryWorkerReady
2	0xf804a85f4df0	ntoskrnl	NtAcceptConnectPort
3	0xf804a83fa3b0	ntoskrnl	NtMapUserPhysicalPagesScatter
4	0xf804a844ad60	ntoskrnl	NtWaitForSingleObject
5	0xf804a82aba50	ntoskrnl	NtCallbackReturn
6	0xf804a844a380	ntoskrnl	NtReadFile
7	0xf804a84c1900	ntoskrnl	NtDeviceIoControlFile
8	0xf804a84c1170	ntoskrnl	NtWriteFile
9	0xf804a858b370	ntoskrnl	NtRemoveIoCompletion
10	0xf804a85b13d0	ntoskrnl	NtReleaseSemaphore
11	0xf804a84950d0	ntoskrnl	NtReplyWaitReceivePort
12	0xf804a85ec8a0	ntoskrnl	NtReplyPort
13	0xf804a8511410	ntoskrnl	NtSetInformationThread
14	0xf804a858a760	ntoskrnl	NtSetEvent
15	0xf804a844aa00	ntoskrnl	NtClose
16	0xf804a8568970	ntoskrnl	NtQueryObject
17	0xf804a856f610	ntoskrnl	NtQueryInformationFile
18	0xf804a864a090	ntoskrnl	NtOpenKey
19	0xf804a850c2d0	ntoskrnl	NtEnumerateValueKey
20	0xf804a8592b70	ntoskrnl	NtFindAtom
21	0xf804a84ff6f0	ntoskrnl	NtQueryDefaultLocale
22	0xf804a8449760	ntoskrnl	NtQueryKey
23	0xf804a86e41c0	ntoskrnl	NtQueryValueKey
24	0xf804a84de710	ntoskrnl	NtAllocateVirtualMemory
25	0xf804a85ab830	ntoskrnl	NtQueryInformationProcess
26	0xf804a85b0ea0	ntoskrnl	NtWaitForMultipleObjects32
27	0xf804a86abe00	ntoskrnl	NtWriteFileGather
28	0xf804a8547500	ntoskrnl	NtSetInformationProcess
29	0xf804a86e3a40	ntoskrnl	NtCreateKey
30	0xf804a84db7e0	ntoskrnl	NtFreeVirtualMemory
31	0xf804a86a4b40	ntoskrnl	NtImpersonateClientOfPort
32	0xf804a859e790	ntoskrnl	NtReleaseMutant
33	0xf804a86d3370	ntoskrnl	NtQueryInformationToken
34	0xf804a8630340	ntoskrnl	NtRequestWaitReplyPort
35	0xf804a85863e0	ntoskrnl	NtQueryVirtualMemory
36	0xf804a84553a0	ntoskrnl	NtOpenThreadToken
37	0xf804a85a7c80	ntoskrnl	NtQueryInformationThread
38	0xf804a8454320	ntoskrnl	NtOpenProcess
39	0xf804a7fc34c0	ntoskrnl	NtSetInformationFile
40	0xf804a8499970	ntoskrnl	NtMapViewOfSection
41	0xf804a851fa10	ntoskrnl	NtAccessCheckAndAuditAlarm
42	0xf804a84e4c70	ntoskrnl	NtUnmapViewOfSection
43	0xf804a84950f0	ntoskrnl	NtReplyWaitReceivePortEx
44	0xf804a853b030	ntoskrnl	NtTerminateProcess
45	0xf804a8698090	ntoskrnl	NtSetEventBoostPriority
46	0xf804a86bffd0	ntoskrnl	NtReadFileScatter
47	0xf804a84553c0	ntoskrnl	NtOpenThreadTokenEx
48	0xf804a84541d0	ntoskrnl	NtOpenProcessTokenEx
49	0xf804a85ea6a0	ntoskrnl	NtQueryPerformanceCounter
50	0xf804a86e3ca0	ntoskrnl	NtEnumerateKey
51	0xf804a856cc60	ntoskrnl	NtOpenFile
52	0xf804a849b180	ntoskrnl	NtDelayExecution
53	0xf804a84c5120	ntoskrnl	NtQueryDirectoryFile
54	0xf804a86e0fd0	ntoskrnl	NtQuerySystemInformation
55	0xf804a85f74f0	ntoskrnl	NtOpenSection
56	0xf804a864d160	ntoskrnl	NtQueryTimer
57	0xf804a84c1100	ntoskrnl	NtFsControlFile
58	0xf804a85a96b0	ntoskrnl	NtWriteVirtualMemory
59	0xf804a86152c0	ntoskrnl	NtCloseObjectAuditAlarm
60	0xf804a843fdd0	ntoskrnl	NtDuplicateObject
61	0xf804a84a2300	ntoskrnl	NtQueryAttributesFile
62	0xf804a85aad50	ntoskrnl	NtClearEvent
63	0xf804a85a96e0	ntoskrnl	NtReadVirtualMemory
64	0xf804a85f7370	ntoskrnl	NtOpenEvent
65	0xf804a85377d0	ntoskrnl	NtAdjustPrivilegesToken
66	0xf804a850f090	ntoskrnl	NtDuplicateToken
67	0xf804a82aa3e0	ntoskrnl	NtContinue
68	0xf804a865d260	ntoskrnl	NtQueryDefaultUILanguage
69	0xf804a85f69b0	ntoskrnl	NtQueueApcThread
70	0xf804a7f3c4f0	ntoskrnl	NtYieldExecution
71	0xf804a83c12c0	ntoskrnl	NtAddAtom
72	0xf804a8456fc0	ntoskrnl	NtCreateEvent
73	0xf804a856efa0	ntoskrnl	NtQueryVolumeInformationFile
74	0xf804a856be90	ntoskrnl	NtCreateSection
75	0xf804a856e3e0	ntoskrnl	NtFlushBuffersFile
76	0xf804a8567860	ntoskrnl	NtApphelpCacheControl
77	0xf804a8373840	ntoskrnl	NtCreateProcessEx
78	0xf804a83738e0	ntoskrnl	NtCreateThread
79	0xf804a86179f0	ntoskrnl	NtIsProcessInJob
80	0xf804a84dc680	ntoskrnl	NtProtectVirtualMemory
81	0xf804a853c3b0	ntoskrnl	NtQuerySection
82	0xf804a8614290	ntoskrnl	NtResumeThread
83	0xf804a84a7bd0	ntoskrnl	NtTerminateThread
84	0xf804a83416a0	ntoskrnl	NtReadRequestData
84	0xf804a83416a0	ntoskrnl	NtWriteRequestData
85	0xf804a856ccd0	ntoskrnl	NtCreateFile
86	0xf804a84c0360	ntoskrnl	NtQueryEvent
87	0xf804a83416a0	ntoskrnl	NtReadRequestData
87	0xf804a83416a0	ntoskrnl	NtWriteRequestData
88	0xf804a85e7eb0	ntoskrnl	NtOpenDirectoryObject
89	0xf804a851faa0	ntoskrnl	NtAccessCheckByTypeAndAuditAlarm
90	0xf804a83b6b70	ntoskrnl	NtQuerySystemTime
91	0xf804a858d150	ntoskrnl	NtWaitForMultipleObjects
92	0xf804a85fb980	ntoskrnl	NtSetInformationObject
93	0xf804a85e2ae0	ntoskrnl	NtCancelIoFile
94	0xf804a7f25d10	ntoskrnl	NtTraceEvent
95	0xf804a85f0230	ntoskrnl	NtPowerInformation
96	0xf804a846a810	ntoskrnl	NtSetValueKey
97	0xf804a7f320a0	ntoskrnl	NtCancelTimer
98	0xf804a7f32480	ntoskrnl	NtSetTimer
99	0xf804a80557d0	ntoskrnl	NtAccessCheckByType
100	0xf804a8208730	ntoskrnl	NtAccessCheckByTypeResultList
101	0xf804a83925a0	ntoskrnl	NtAccessCheckByTypeResultListAndAuditAlarm
102	0xf804a8392650	ntoskrnl	NtAccessCheckByTypeResultListAndAuditAlarmByHandle
103	0xf804a83c3a60	ntoskrnl	NtAcquireCrossVmMutant
104	0xf804a8677130	ntoskrnl	NtAcquireProcessActivityReference
105	0xf804a8535520	ntoskrnl	NtAddAtomEx
106	0xf804a83bd850	ntoskrnl	NtAddBootEntry
107	0xf804a83bd880	ntoskrnl	NtAddDriverEntry
108	0xf804a8636530	ntoskrnl	NtAdjustGroupsToken
109	0xf804a82fc0d0	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
109	0xf804a82fc0d0	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
109	0xf804a82fc0d0	ntoskrnl	NtCreateEventPair
109	0xf804a82fc0d0	ntoskrnl	NtDirectGraphicsCall
109	0xf804a82fc0d0	ntoskrnl	NtFilterTokenEx
109	0xf804a82fc0d0	ntoskrnl	NtOpenEventPair
109	0xf804a82fc0d0	ntoskrnl	NtSetHighEventPair
109	0xf804a82fc0d0	ntoskrnl	NtSetHighWaitLowEventPair
109	0xf804a82fc0d0	ntoskrnl	NtSetLowEventPair
109	0xf804a82fc0d0	ntoskrnl	NtSetLowWaitHighEventPair
109	0xf804a82fc0d0	ntoskrnl	NtVdmControl
109	0xf804a82fc0d0	ntoskrnl	NtWaitHighEventPair
109	0xf804a82fc0d0	ntoskrnl	NtWaitLowEventPair
109	0xf804a82fc0d0	ntoskrnl	PsNotifyWriteToExecutableMemory
109	0xf804a82fc0d0	ntoskrnl	SeAdjustObjectSecurity
109	0xf804a82fc0d0	ntoskrnl	xHalIommuMapDevice
109	0xf804a82fc0d0	ntoskrnl	xHalLoadMicrocode
109	0xf804a82fc0d0	ntoskrnl	xHalPostMicrocodeUpdate
109	0xf804a82fc0d0	ntoskrnl	xHalUnloadMicrocode
110	0xf804a837c170	ntoskrnl	NtAlertMultipleThreadByThreadId
111	0xf804a837a3d0	ntoskrnl	NtAlertResumeThread
112	0xf804a8673ed0	ntoskrnl	NtAlertThread
113	0xf804a85a5cb0	ntoskrnl	NtAlertThreadByThreadId
114	0xf804a85a5cd0	ntoskrnl	NtAlertThreadByThreadIdEx
115	0xf804a85fde80	ntoskrnl	NtAllocateLocallyUniqueId
116	0xf804a8651690	ntoskrnl	NtAllocateReserveObject
117	0xf804a83f9b90	ntoskrnl	NtAllocateUserPhysicalPages
118	0xf804a83f9bb0	ntoskrnl	NtAllocateUserPhysicalPagesEx
119	0xf804a868b540	ntoskrnl	NtAllocateUuids
120	0xf804a85e1470	ntoskrnl	NtAllocateVirtualMemoryEx
121	0xf804a85f4e70	ntoskrnl	NtAlpcAcceptConnectPort
122	0xf804a853cea0	ntoskrnl	NtAlpcCancelMessage
123	0xf804a8463e50	ntoskrnl	NtAlpcConnectPort
124	0xf804a8462ad0	ntoskrnl	NtAlpcConnectPortEx
125	0xf804a8461ef0	ntoskrnl	NtAlpcCreatePort
126	0xf804a853eb80	ntoskrnl	NtAlpcCreatePortSection
127	0xf804a853f530	ntoskrnl	NtAlpcCreateResourceReserve
128	0xf804a853da50	ntoskrnl	NtAlpcCreateSectionView
129	0xf804a8494c50	ntoskrnl	NtAlpcCreateSecurityContext
130	0xf804a8615600	ntoskrnl	NtAlpcDeletePortSection
131	0xf804a8614c20	ntoskrnl	NtAlpcDeleteResourceReserve
132	0xf804a8625b50	ntoskrnl	NtAlpcDeleteSectionView
133	0xf804a84937d0	ntoskrnl	NtAlpcDeleteSecurityContext
134	0xf804a8642220	ntoskrnl	NtAlpcDisconnectPort
135	0xf804a83418d0	ntoskrnl	NtAlpcImpersonateClientContainerOfPort
136	0xf804a8496970	ntoskrnl	NtAlpcImpersonateClientOfPort
137	0xf804a853e390	ntoskrnl	NtAlpcOpenSenderProcess
138	0xf804a853c960	ntoskrnl	NtAlpcOpenSenderThread
139	0xf804a85ab170	ntoskrnl	NtAlpcQueryInformation
140	0xf804a853ddc0	ntoskrnl	NtAlpcQueryInformationMessage
141	0xf804a8341b20	ntoskrnl	NtAlpcRevokeSecurityContext
142	0xf804a844a0c0	ntoskrnl	NtAlpcSendWaitReceivePort
143	0xf804a860a340	ntoskrnl	NtAlpcSetInformation
144	0xf804a84e8130	ntoskrnl	NtAreMappedFilesTheSame
145	0xf804a8617020	ntoskrnl	NtAssignProcessToJobObject
146	0xf804a80e5c30	ntoskrnl	NtAssociateWaitCompletionPacket
147	0xf804a82b3ec0	ntoskrnl	NtCallEnclave
148	0xf804a8635690	ntoskrnl	NtCancelIoFileEx
149	0xf804a869e400	ntoskrnl	NtCancelSynchronousIoFile
150	0xf804a808ab80	ntoskrnl	NtCancelTimer2
151	0xf804a80e5ef0	ntoskrnl	NtCancelWaitCompletionPacket
152	0xf804a83755b0	ntoskrnl	NtChangeProcessState
153	0xf804a853ade0	ntoskrnl	NtChangeThreadState
154	0xf804a80fbed0	ntoskrnl	NtCommitComplete
155	0xf804a80fbef0	ntoskrnl	NtCommitEnlistment
156	0xf804a86045d0	ntoskrnl	NtCommitRegistryTransaction
157	0xf804a80fbf10	ntoskrnl	NtCommitTransaction
158	0xf804a83cf750	ntoskrnl	NtCompactKeys
159	0xf804a862d590	ntoskrnl	NtCompareObjects
160	0xf804a8636c60	ntoskrnl	NtCompareSigningLevels
161	0xf804a8623460	ntoskrnl	NtCompareTokens
162	0xf804a8680ea0	ntoskrnl	ArbPreprocessEntry
162	0xf804a8680ea0	ntoskrnl	ArbQueryArbitrate
162	0xf804a8680ea0	ntoskrnl	EmFalseCallback
162	0xf804a8680ea0	ntoskrnl	FsRtlSyncVolumes
162	0xf804a8680ea0	ntoskrnl	HalpUnloadMicrocode
162	0xf804a8680ea0	ntoskrnl	IommupPasidDevicePowerCallback
162	0xf804a8680ea0	ntoskrnl	IopPnPAddDevice
162	0xf804a8680ea0	ntoskrnl	NtCompleteConnectPort
162	0xf804a8680ea0	ntoskrnl	NtFlushInstructionCache
162	0xf804a8680ea0	ntoskrnl	NtFlushWriteBuffer
162	0xf804a8680ea0	ntoskrnl	PopPowerAggregatorVoidStateHandler
162	0xf804a8680ea0	ntoskrnl	TtmpCalloutLiveDumpSecondaryCallback
162	0xf804a8680ea0	ntoskrnl	xHalAcpiGetMultiNode
162	0xf804a8680ea0	ntoskrnl	xHalAddInterruptRemapping
162	0xf804a8680ea0	ntoskrnl	xHalGetInterruptTranslator
162	0xf804a8680ea0	ntoskrnl	xHalPowerSetRebootHandler
162	0xf804a8680ea0	ntoskrnl	xHalTimerQueryCycleCounter
163	0xf804a83cf9f0	ntoskrnl	NtCompressKey
164	0xf804a848af00	ntoskrnl	NtConnectPort
165	0xf804a82aa3f0	ntoskrnl	NtContinueEx
166	0xf804a868e760	ntoskrnl	NtConvertBetweenAuxiliaryCounterAndPerformanceCounter
167	0xf804a85886c0	ntoskrnl	NtCopyFileChunk
168	0xf804a83757e0	ntoskrnl	NtCreateCpuPartition
169	0xf804a83bb3c0	ntoskrnl	NtCreateCrossVmEvent
170	0xf804a83c3b80	ntoskrnl	NtCreateCrossVmMutant
171	0xf804a86a9f00	ntoskrnl	NtCreateDebugObject
172	0xf804a86456d0	ntoskrnl	NtCreateDirectoryObject
173	0xf804a86456f0	ntoskrnl	NtCreateDirectoryObjectEx
174	0xf804a83f7960	ntoskrnl	NtCreateEnclave
175	0xf804a80fbf30	ntoskrnl	NtCreateEnlistment
176	0xf804a82fc0d0	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
176	0xf804a82fc0d0	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
176	0xf804a82fc0d0	ntoskrnl	NtCreateEventPair
176	0xf804a82fc0d0	ntoskrnl	NtDirectGraphicsCall
176	0xf804a82fc0d0	ntoskrnl	NtFilterTokenEx
176	0xf804a82fc0d0	ntoskrnl	NtOpenEventPair
176	0xf804a82fc0d0	ntoskrnl	NtSetHighEventPair
176	0xf804a82fc0d0	ntoskrnl	NtSetHighWaitLowEventPair
176	0xf804a82fc0d0	ntoskrnl	NtSetLowEventPair
176	0xf804a82fc0d0	ntoskrnl	NtSetLowWaitHighEventPair
176	0xf804a82fc0d0	ntoskrnl	NtVdmControl
176	0xf804a82fc0d0	ntoskrnl	NtWaitHighEventPair
176	0xf804a82fc0d0	ntoskrnl	NtWaitLowEventPair
176	0xf804a82fc0d0	ntoskrnl	PsNotifyWriteToExecutableMemory
176	0xf804a82fc0d0	ntoskrnl	SeAdjustObjectSecurity
176	0xf804a82fc0d0	ntoskrnl	xHalIommuMapDevice
176	0xf804a82fc0d0	ntoskrnl	xHalLoadMicrocode
176	0xf804a82fc0d0	ntoskrnl	xHalPostMicrocodeUpdate
176	0xf804a82fc0d0	ntoskrnl	xHalUnloadMicrocode
177	0xf804a83bb390	ntoskrnl	NtCreateIRTimer
178	0xf804a8622900	ntoskrnl	NtCreateIoCompletion
179	0xf804a8317160	ntoskrnl	NtCreateIoRing
180	0xf804a84eab60	ntoskrnl	NtCreateJobObject
181	0xf804a866d760	ntoskrnl	ArbAddReserved
181	0xf804a866d760	ntoskrnl	ExStopSharingAddressSpaceWithDevice
181	0xf804a866d760	ntoskrnl	ExStopSharingSystemAddressSpaceWithDevice
181	0xf804a866d760	ntoskrnl	HalpAssignSlotResourcesStub
181	0xf804a866d760	ntoskrnl	HalpGetMceInformation
181	0xf804a866d760	ntoskrnl	LpcReplyWaitReplyPort
181	0xf804a866d760	ntoskrnl	LpcRequestWaitReplyPort
181	0xf804a866d760	ntoskrnl	LpcRequestWaitReplyPortEx
181	0xf804a866d760	ntoskrnl	MmConfigureGraphicsPtes
181	0xf804a866d760	ntoskrnl	NtCreateJobSet
181	0xf804a866d760	ntoskrnl	xHalAllocatePmcCounterSet
181	0xf804a866d760	ntoskrnl	xHalAllocatePmcCounterSetEx
181	0xf804a866d760	ntoskrnl	xHalDpReplaceBegin
181	0xf804a866d760	ntoskrnl	xHalGetProcessorId
181	0xf804a866d760	ntoskrnl	xHalQueryBusSlots
181	0xf804a866d760	ntoskrnl	xHalRegisterBusHandler
181	0xf804a866d760	ntoskrnl	xHalStartMirroring
182	0xf804a86e3b00	ntoskrnl	NtCreateKeyTransacted
183	0xf804a83c51c0	ntoskrnl	NtCreateKeyedEvent
184	0xf804a86d8020	ntoskrnl	NtCreateLowBoxToken
185	0xf804a867b9b0	ntoskrnl	NtCreateMailslotFile
186	0xf804a843e8c0	ntoskrnl	NtCreateMutant
187	0xf804a862ffb0	ntoskrnl	NtCreateNamedPipeFile
188	0xf804a83efc10	ntoskrnl	NtCreatePagingFile
189	0xf804a837a990	ntoskrnl	NtCreatePartition
190	0xf804a83414f0	ntoskrnl	NtCreatePort
191	0xf804a8609670	ntoskrnl	NtCreatePrivateNamespace
192	0xf804a83737b0	ntoskrnl	NtCreateProcess
193	0xf804a8375a70	ntoskrnl	NtCreateProcessStateChange
194	0xf804a83c41c0	ntoskrnl	NtCreateProfile
195	0xf804a83c42a0	ntoskrnl	NtCreateProfileEx
196	0xf804a864c5c0	ntoskrnl	NtCreateRegistryTransaction
197	0xf804a80fbf50	ntoskrnl	NtCreateResourceManager
198	0xf804a83ec2f0	ntoskrnl	NtCreateSectionEx
199	0xf804a843ddc0	ntoskrnl	NtCreateSemaphore
200	0xf804a86299c0	ntoskrnl	NtCreateSymbolicLinkObject
201	0xf804a84a2b60	ntoskrnl	NtCreateThreadEx
202	0xf804a865fdf0	ntoskrnl	NtCreateThreadStateChange
203	0xf804a85f7110	ntoskrnl	NtCreateTimer
204	0xf804a8620ae0	ntoskrnl	NtCreateTimer2
205	0xf804a8392a70	ntoskrnl	NtCreateToken
206	0xf804a8536ab0	ntoskrnl	NtCreateTokenEx
207	0xf804a80fbf70	ntoskrnl	NtCreateTransaction
208	0xf804a80fbf90	ntoskrnl	NtCreateTransactionManager
209	0xf804a86cba80	ntoskrnl	NtCreateUserProcess
210	0xf804a86c3670	ntoskrnl	NtCreateWaitCompletionPacket
211	0xf804a8341530	ntoskrnl	NtCreateWaitablePort
212	0xf804a8436950	ntoskrnl	NtCreateWnfStateName
213	0xf804a85a6cf0	ntoskrnl	NtCreateWorkerFactory
214	0xf804a85e8220	ntoskrnl	NtDebugActiveProcess
215	0xf804a85e89a0	ntoskrnl	NtDebugContinue
216	0xf804a8535070	ntoskrnl	NtDeleteAtom
217	0xf804a83bd8b0	ntoskrnl	NtDeleteBootEntry
218	0xf804a83bda40	ntoskrnl	NtDeleteDriverEntry
219	0xf804a8681020	ntoskrnl	NtDeleteFile
220	0xf804a84697b0	ntoskrnl	NtDeleteKey
221	0xf804a8392710	ntoskrnl	NtDeleteObjectAuditAlarm
222	0xf804a82f7940	ntoskrnl	NtDeletePrivateNamespace
223	0xf804a8579a90	ntoskrnl	NtDeleteValueKey
224	0xf804a83bfb80	ntoskrnl	NtDeleteWnfStateData
225	0xf804a84aac70	ntoskrnl	NtDeleteWnfStateName
226	0xf804a82fc0d0	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
226	0xf804a82fc0d0	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
226	0xf804a82fc0d0	ntoskrnl	NtCreateEventPair
226	0xf804a82fc0d0	ntoskrnl	NtDirectGraphicsCall
226	0xf804a82fc0d0	ntoskrnl	NtFilterTokenEx
226	0xf804a82fc0d0	ntoskrnl	NtOpenEventPair
226	0xf804a82fc0d0	ntoskrnl	NtSetHighEventPair
226	0xf804a82fc0d0	ntoskrnl	NtSetHighWaitLowEventPair
226	0xf804a82fc0d0	ntoskrnl	NtSetLowEventPair
226	0xf804a82fc0d0	ntoskrnl	NtSetLowWaitHighEventPair
226	0xf804a82fc0d0	ntoskrnl	NtVdmControl
226	0xf804a82fc0d0	ntoskrnl	NtWaitHighEventPair
226	0xf804a82fc0d0	ntoskrnl	NtWaitLowEventPair
226	0xf804a82fc0d0	ntoskrnl	PsNotifyWriteToExecutableMemory
226	0xf804a82fc0d0	ntoskrnl	SeAdjustObjectSecurity
226	0xf804a82fc0d0	ntoskrnl	xHalIommuMapDevice
226	0xf804a82fc0d0	ntoskrnl	xHalLoadMicrocode
226	0xf804a82fc0d0	ntoskrnl	xHalPostMicrocodeUpdate
226	0xf804a82fc0d0	ntoskrnl	xHalUnloadMicrocode
227	0xf804a842a700	ntoskrnl	NtDisableLastKnownGood
228	0xf804a83b7870	ntoskrnl	NtDisplayString
229	0xf804a8253a40	ntoskrnl	NtDrawText
230	0xf804a842a820	ntoskrnl	NtEnableLastKnownGood
231	0xf804a8565240	ntoskrnl	NtEnumerateBootEntries
232	0xf804a83bdbd0	ntoskrnl	NtEnumerateDriverEntries
233	0xf804a83be030	ntoskrnl	NtEnumerateSystemEnvironmentValuesEx
234	0xf804a80fbfb0	ntoskrnl	NtEnumerateTransactionObject
235	0xf804a85469d0	ntoskrnl	NtExtendSection
236	0xf804a86d8e50	ntoskrnl	NtFilterBootOption
237	0xf804a8535f90	ntoskrnl	NtFilterToken
238	0xf804a82fc0d0	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
238	0xf804a82fc0d0	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
238	0xf804a82fc0d0	ntoskrnl	NtCreateEventPair
238	0xf804a82fc0d0	ntoskrnl	NtDirectGraphicsCall
238	0xf804a82fc0d0	ntoskrnl	NtFilterTokenEx
238	0xf804a82fc0d0	ntoskrnl	NtOpenEventPair
238	0xf804a82fc0d0	ntoskrnl	NtSetHighEventPair
238	0xf804a82fc0d0	ntoskrnl	NtSetHighWaitLowEventPair
238	0xf804a82fc0d0	ntoskrnl	NtSetLowEventPair
238	0xf804a82fc0d0	ntoskrnl	NtSetLowWaitHighEventPair
238	0xf804a82fc0d0	ntoskrnl	NtVdmControl
238	0xf804a82fc0d0	ntoskrnl	NtWaitHighEventPair
238	0xf804a82fc0d0	ntoskrnl	NtWaitLowEventPair
238	0xf804a82fc0d0	ntoskrnl	PsNotifyWriteToExecutableMemory
238	0xf804a82fc0d0	ntoskrnl	SeAdjustObjectSecurity
238	0xf804a82fc0d0	ntoskrnl	xHalIommuMapDevice
238	0xf804a82fc0d0	ntoskrnl	xHalLoadMicrocode
238	0xf804a82fc0d0	ntoskrnl	xHalPostMicrocodeUpdate
238	0xf804a82fc0d0	ntoskrnl	xHalUnloadMicrocode
239	0xf804a856e410	ntoskrnl	NtFlushBuffersFileEx
240	0xf804a83c2f70	ntoskrnl	NtFlushInstallUILanguage
241	0xf804a8680ea0	ntoskrnl	ArbPreprocessEntry
241	0xf804a8680ea0	ntoskrnl	ArbQueryArbitrate
241	0xf804a8680ea0	ntoskrnl	EmFalseCallback
241	0xf804a8680ea0	ntoskrnl	FsRtlSyncVolumes
241	0xf804a8680ea0	ntoskrnl	HalpUnloadMicrocode
241	0xf804a8680ea0	ntoskrnl	IommupPasidDevicePowerCallback
241	0xf804a8680ea0	ntoskrnl	IopPnPAddDevice
241	0xf804a8680ea0	ntoskrnl	NtCompleteConnectPort
241	0xf804a8680ea0	ntoskrnl	NtFlushInstructionCache
241	0xf804a8680ea0	ntoskrnl	NtFlushWriteBuffer
241	0xf804a8680ea0	ntoskrnl	PopPowerAggregatorVoidStateHandler
241	0xf804a8680ea0	ntoskrnl	TtmpCalloutLiveDumpSecondaryCallback
241	0xf804a8680ea0	ntoskrnl	xHalAcpiGetMultiNode
241	0xf804a8680ea0	ntoskrnl	xHalAddInterruptRemapping
241	0xf804a8680ea0	ntoskrnl	xHalGetInterruptTranslator
241	0xf804a8680ea0	ntoskrnl	xHalPowerSetRebootHandler
241	0xf804a8680ea0	ntoskrnl	xHalTimerQueryCycleCounter
242	0xf804a8674f60	ntoskrnl	NtFlushKey
243	0xf804a7fafa80	ntoskrnl	NtFlushProcessWriteBuffers
244	0xf804a85d18a0	ntoskrnl	NtFlushVirtualMemory
245	0xf804a8680ea0	ntoskrnl	ArbPreprocessEntry
245	0xf804a8680ea0	ntoskrnl	ArbQueryArbitrate
245	0xf804a8680ea0	ntoskrnl	EmFalseCallback
245	0xf804a8680ea0	ntoskrnl	FsRtlSyncVolumes
245	0xf804a8680ea0	ntoskrnl	HalpUnloadMicrocode
245	0xf804a8680ea0	ntoskrnl	IommupPasidDevicePowerCallback
245	0xf804a8680ea0	ntoskrnl	IopPnPAddDevice
245	0xf804a8680ea0	ntoskrnl	NtCompleteConnectPort
245	0xf804a8680ea0	ntoskrnl	NtFlushInstructionCache
245	0xf804a8680ea0	ntoskrnl	NtFlushWriteBuffer
245	0xf804a8680ea0	ntoskrnl	PopPowerAggregatorVoidStateHandler
245	0xf804a8680ea0	ntoskrnl	TtmpCalloutLiveDumpSecondaryCallback
245	0xf804a8680ea0	ntoskrnl	xHalAcpiGetMultiNode
245	0xf804a8680ea0	ntoskrnl	xHalAddInterruptRemapping
245	0xf804a8680ea0	ntoskrnl	xHalGetInterruptTranslator
245	0xf804a8680ea0	ntoskrnl	xHalPowerSetRebootHandler
245	0xf804a8680ea0	ntoskrnl	xHalTimerQueryCycleCounter
246	0xf804a83f9bd0	ntoskrnl	NtFreeUserPhysicalPages
247	0xf804a83cfbf0	ntoskrnl	NtFreezeRegistry
248	0xf804a80fbfd0	ntoskrnl	NtFreezeTransactions
249	0xf804a8633620	ntoskrnl	NtGetCachedSigningLevel
250	0xf804a84ab260	ntoskrnl	NtGetCompleteWnfStateSubscription
251	0xf804a8626df0	ntoskrnl	NtGetContextThread
252	0xf804a867dd80	ntoskrnl	NtGetCurrentProcessorNumber
253	0xf804a83744b0	ntoskrnl	NtGetCurrentProcessorNumberEx
254	0xf804a8683450	ntoskrnl	NtGetDevicePowerState
255	0xf804a86215c0	ntoskrnl	NtGetMUIRegistryInfo
256	0xf804a84efdc0	ntoskrnl	NtGetNextProcess
257	0xf804a853b590	ntoskrnl	NtGetNextThread
258	0xf804a8608eb0	ntoskrnl	NtGetNlsSectionPtr
259	0xf804a80fbff0	ntoskrnl	NtGetNotificationResourceManager
260	0xf804a80f3710	ntoskrnl	NtGetWriteWatch
261	0xf804a862f610	ntoskrnl	NtImpersonateAnonymousToken
262	0xf804a8628f20	ntoskrnl	NtImpersonateThread
263	0xf804a83f7d50	ntoskrnl	NtInitializeEnclave
264	0xf804a8506e70	ntoskrnl	NtInitializeNlsFiles
265	0xf804a83cfcb0	ntoskrnl	NtInitializeRegistry
266	0xf804a8354bf0	ntoskrnl	NtInitiatePowerAction
267	0xf804a86a18d0	ntoskrnl	NtIsSystemResumeAutomatic
268	0xf804a86875f0	ntoskrnl	NtIsUILanguageComitted
269	0xf804a8341570	ntoskrnl	NtListenPort
270	0xf804a8696680	ntoskrnl	NtLoadDriver
271	0xf804a84d9d70	ntoskrnl	NtLoadEnclaveData
272	0xf804a852afa0	ntoskrnl	NtLoadKey
273	0xf804a868fbc0	ntoskrnl	NtLoadKey2
274	0xf804a8695260	ntoskrnl	NtLoadKey3
275	0xf804a852c6e0	ntoskrnl	NtLoadKeyEx
276	0xf804a85d2be0	ntoskrnl	NtLockFile
277	0xf804a863c920	ntoskrnl	NtLockProductActivationKeys
278	0xf804a83cfd80	ntoskrnl	NtLockRegistryKey
