Volatility 3 Framework 2.28.1

Task Name	Principal ID	Display Name	Enabled	Creation Time	Last Run Time	Last Successful Run Time	Trigger Type	Trigger Description	Action Type	Action	Action Arguments	Action Context	Working Directory	Key Name
Plug and Play Cleanup	LocalSystem	-	-	2021-08-26 19:53:18.000000 UTC	2016-10-20 01:57:04.000000 UTC	2021-08-26 19:53:19.000000 UTC	-	-	ComHandler	{def03232-9688-11e2-be7f-b4b52fd966ff}	-	LocalSystem	N/A	{C9ACBFD2-20AA-4A3F-BE1A-A3D5279BB1BB}
ResPriStaticDbSync	LocalSystem	-	-	2021-09-11 01:58:23.000000 UTC	2018-04-28 18:22:01.000000 UTC	2021-09-11 01:58:47.000000 UTC	-	-	ComHandler	{297ee78c-ba95-4e94-81d3-d6e7f089c7b5}	-	LocalSystem	N/A	{CC012300-06C1-4CFD-AC88-5BDAB7548D99}
Windows Defender Cache Maintenance	LocalSystem	-	-	2021-09-16 01:52:16.000000 UTC	2020-09-21 00:31:43.000000 UTC	2021-09-16 01:52:27.000000 UTC	-	-	Exe	C:\Program Files\Windows Defender\MpCmdRun.exe	-IdleTask -TaskName WdCacheMaintenance	LocalSystem	-	{CCF5AD6E-48A3-4915-B5EA-C043378638AF}
Data Integrity Scan for Crash Recovery	LocalSystem	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca32907950a	ComHandler	{dcfd3ea8-d960-4719-8206-490ae315f94f}	-CrashRecovery	LocalSystem	N/A	{CECD7802-159F-445B-B714-1BB3840E107E}
ScheduledDefrag	LocalSystem	-	-	2021-09-11 01:51:57.000000 UTC	2018-05-01 18:22:01.000000 UTC	2021-09-11 01:58:22.000000 UTC	-	-	Exe	%windir%\system32\defrag.exe	-c -h -o -$	LocalSystem	-	{CF842F82-5CE4-44CE-93D4-750EE07191DC}
Office Subscription Maintenance	Author	-	True	2021-09-15 21:26:43.000000 UTC	2020-01-22 15:42:08.000000 UTC	2021-09-15 21:26:49.000000 UTC	Time	-	-	-	-	Author	-	{CFE3A54A-8717-42B3-B4AC-5A8CFCE93833}
Reboot	LocalSystem	-	True	-	2018-05-04 18:22:01.000000 UTC	-	Time	-	-	-	-	LocalSystem	-	{D0218C70-9C99-4043-BF17-667E1AE5C42E}
File History (maintenance mode)	LocalService	-	-	2021-09-14 07:52:08.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-14 07:52:08.000000 UTC	-	-	ComHandler	{89917b7c-a1a6-11df-8bf6-18a90531a85a}	-	LocalService	N/A	{D075280B-9BB2-404D-9BA3-4586C36B7C7E}
Notifications	Creator	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca321089541	-	-	-	Creator	-	{D0A89826-6023-4661-975D-0CE62FBF194D}
MobilityManager	LocalService	-	True	-	2018-05-04 18:22:01.000000 UTC	-	Event	Event trigger: Subscription: <QueryList>







              <Query







                  Id="0"







                  Path="Application"







                  >







                <Select Path="Application">*[System[Provider[@Name='RasClient'] and (Level=4 or Level=0) and (EventID=20281)]]</Select>







              </Query>







            </QueryList>, Queries: []	ComHandler	{c463a0fc-794f-4fdf-9201-1938ceacafa}	-	LocalService	N/A	{D11010CF-25A1-43AD-B92C-EEBFAA4E1EFB}
RegisterDeviceConnectedToNetwork	System	-	True	2017-12-14 21:03:55.000000 UTC	2016-11-21 01:57:04.000000 UTC	2017-12-14 21:04:53.000000 UTC	WindowsNotificationFacility	WNF state 7508bca33a0d8b41	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterDevice -ConnectedToNetwork	System	N/A	{D19A2726-897E-4F7D-9CE4-0773B449CE9E}
VerifiedPublisherCertStoreCheck	LocalService	-	True	-	2018-05-04 18:22:00.000000 UTC	-	Boot	Boot trigger	-	-	-	LocalService	-	{D2E38DD0-019E-42DB-B34D-2CE5DC12ED7A}
BackupTask	Users	-	-	2021-02-03 00:07:47.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-02-03 00:07:47.000000 UTC	-	-	ComHandler	{60a4c78c-e2b8-4e6e-876f-da203b02c05e}	-	Users	N/A	{D5272796-4812-49FB-B893-4B15630B0D4B}
-	Author	-	True	2018-05-04 17:23:38.000000 UTC	2018-05-03 17:39:49.000000 UTC	2018-05-04 17:23:39.000000 UTC	Time	-	-	-	-	Author	-	{D5421108-F79C-46D4-8A44-7ADAF54DA2BE}
UpdateLibrary	-	-	-	-	-	-	-	-	-	-	-	-	-	{D6BCA029-E2AB-4419-A6C5-CBED07BDE960}
QueueReporting	LocalSystem	-	True	2021-09-16 03:03:35.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-09-16 03:03:58.000000 UTC	Boot	Boot trigger	Exe	%windir%\system32\wermgr.exe	-upload	LocalSystem	-	{D80AA3A2-189B-4A11-8828-511E6BAE5426}
QueueReporting	LocalSystem	-	True	2021-09-16 03:03:35.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-09-16 03:03:58.000000 UTC	WindowsNotificationFacility	WNF state 7510bca33a0b9441	Exe	%windir%\system32\wermgr.exe	-upload	LocalSystem	-	{D80AA3A2-189B-4A11-8828-511E6BAE5426}
QueueReporting	LocalSystem	-	True	2021-09-16 03:03:35.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-09-16 03:03:58.000000 UTC	WindowsNotificationFacility	WNF state 7510bca33e0b8441	Exe	%windir%\system32\wermgr.exe	-upload	LocalSystem	-	{D80AA3A2-189B-4A11-8828-511E6BAE5426}
QueueReporting	LocalSystem	-	True	2021-09-16 03:03:35.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-09-16 03:03:58.000000 UTC	Time	-	Exe	%windir%\system32\wermgr.exe	-upload	LocalSystem	-	{D80AA3A2-189B-4A11-8828-511E6BAE5426}
CreateObjectTask	LocalSystem	-	-	2018-05-08 14:03:39.000000 UTC	2018-05-04 18:22:01.000000 UTC	2018-05-08 14:04:09.000000 UTC	-	-	ComHandler	{e4544aba-62bf-4c54-aab2-ec246342626c}	-	LocalSystem	N/A	{D9F734C9-D893-4CC4-935E-10996BC25C9E}
Background Synchronization	Users	-	True	-	2018-05-04 18:22:01.000000 UTC	-	Time	-	ComHandler	{fa3f3dd9-4c1a-456b-a8fa-c76ef3ed83b8}	-	Users	N/A	{D9FC781D-6C6E-41E5-9A76-FBB1F320B1D9}
GoogleUpdateTaskMachineUA	Author	-	True	2021-09-16 02:53:18.000000 UTC	2018-05-04 18:51:24.000000 UTC	2021-09-16 02:53:18.000000 UTC	Time	-	Exe	C:\Program Files (x86)\Google\Update\GoogleUpdate.exe	/ua /installsource scheduler	Author	-	{DA0FAB58-4E4F-40EA-84A9-E41F820B924E}
ProgramDataUpdater	LocalSystem	-	-	2021-09-15 03:52:12.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 03:52:13.000000 UTC	-	-	Exe	%windir%\system32\compattelrunner.exe	-maintenance	LocalSystem	-	{DE51FC11-6C38-440A-A9D2-2A0602690914}
Office Automatic Updates 2.0	Author	-	True	2021-09-15 17:46:57.000000 UTC	2021-02-21 13:27:24.000000 UTC	2021-09-15 17:47:31.000000 UTC	Time	-	Exe	C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeC2RClient.exe	/frequentupdate SCHEDULEDTASK displaylevel=False	Author	-	{DED11D8D-1467-46FC-B45C-6ABEBE1B2031}
Office Automatic Updates 2.0	Author	-	True	2021-09-15 17:46:57.000000 UTC	2021-02-21 13:27:24.000000 UTC	2021-09-15 17:47:31.000000 UTC	Logon	Logon trigger	Exe	C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeC2RClient.exe	/frequentupdate SCHEDULEDTASK displaylevel=False	Author	-	{DED11D8D-1467-46FC-B45C-6ABEBE1B2031}
Office Automatic Updates 2.0	Author	-	True	2021-09-15 17:46:57.000000 UTC	2021-02-21 13:27:24.000000 UTC	2021-09-15 17:47:31.000000 UTC	Logon	Logon trigger	Exe	C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeC2RClient.exe	/frequentupdate SCHEDULEDTASK displaylevel=False	Author	-	{DED11D8D-1467-46FC-B45C-6ABEBE1B2031}
HybridDriveCacheRebalance	LocalSystem	-	-	-	2018-05-04 18:22:01.000000 UTC	-	-	-	ComHandler	{d44377b8-1f2f-4faa-9c8e-6c4ad2928e47}	-	LocalSystem	N/A	{DF75705A-4BC8-4B67-8016-42B33768A374}
CreateExplorerShellUnelevatedTask	Author	-	True	2018-05-14 03:58:22.000000 UTC	2018-05-14 03:58:22.000000 UTC	2018-05-14 05:27:26.000000 UTC	Logon	Logon trigger	Exe	C:\WINDOWS\Explorer.EXE	/NOUACCHECK	Author	-	{DF76323A-B465-46DB-BB5B-75742917FC02}
Tpm-Maintenance	LocalSystem	-	True	2018-05-08 20:02:37.000000 UTC	2018-05-04 18:22:01.000000 UTC	2018-05-08 20:02:38.000000 UTC	WindowsNotificationFacility	WNF state 7518bca3391e8b41	ComHandler	{5014b7c8-934e-4262-9816-887fa745a6c4}	TpmTasks	LocalSystem	N/A	{E07239B6-8134-4053-A9EB-3750C8C8997C}
Tpm-Maintenance	LocalSystem	-	True	2018-05-08 20:02:37.000000 UTC	2018-05-04 18:22:01.000000 UTC	2018-05-08 20:02:38.000000 UTC	WindowsNotificationFacility	WNF state 7560bca322028f02	ComHandler	{5014b7c8-934e-4262-9816-887fa745a6c4}	TpmTasks	LocalSystem	N/A	{E07239B6-8134-4053-A9EB-3750C8C8997C}
Tpm-Maintenance	LocalSystem	-	True	2018-05-08 20:02:37.000000 UTC	2018-05-04 18:22:01.000000 UTC	2018-05-08 20:02:38.000000 UTC	WindowsNotificationFacility	WNF state 7510bca3391e8b41	ComHandler	{5014b7c8-934e-4262-9816-887fa745a6c4}	TpmTasks	LocalSystem	N/A	{E07239B6-8134-4053-A9EB-3750C8C8997C}
ErrorDetailsUpdate	Author	-	-	-	2018-04-10 16:06:07.000000 UTC	-	-	-	ComHandler	{9cda66be-3271-4723-8d35-dd834c58ad92}	-	Author	N/A	{E0851661-2322-4517-BDB6-5BCA6524D6DD}
dusmtask	Users	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca3291b950c	-	-	-	Users	-	{E0D45B22-1A56-43FE-854C-DAFD1DDA1D61}
SR	LocalSystem	-	-	2021-09-14 23:52:10.000000 UTC	2018-05-03 18:22:01.000000 UTC	2021-09-14 23:54:58.000000 UTC	-	-	Exe	%windir%\system32\srtasks.exe	ExecuteScheduledSPPCreation	LocalSystem	-	{E3DBE120-A4C2-4CD4-A364-C51992B36C98}
Scheduled Start	LocalSystem	-	True	2021-09-15 15:10:31.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 15:10:32.000000 UTC	Time	-	Exe	C:\WINDOWS\system32\sc.exe	start wuauserv	LocalSystem	-	{E5182B77-08AA-49E5-AE8E-806A8F509499}
Scheduled Start	LocalSystem	-	False	2021-09-15 15:10:31.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 15:10:32.000000 UTC	Session	ConsoleDisconnect	Exe	C:\WINDOWS\system32\sc.exe	start wuauserv	LocalSystem	-	{E5182B77-08AA-49E5-AE8E-806A8F509499}
Scheduled Start	LocalSystem	-	False	2021-09-15 15:10:31.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 15:10:32.000000 UTC	Session	RemoteDisconnect	Exe	C:\WINDOWS\system32\sc.exe	start wuauserv	LocalSystem	-	{E5182B77-08AA-49E5-AE8E-806A8F509499}
Scheduled Start	LocalSystem	-	False	2021-09-15 15:10:31.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 15:10:32.000000 UTC	WindowsNotificationFacility	WNF state 7508bca3380c960c	Exe	C:\WINDOWS\system32\sc.exe	start wuauserv	LocalSystem	-	{E5182B77-08AA-49E5-AE8E-806A8F509499}
-	LocalSystem	-	False	-	2018-05-04 18:22:01.000000 UTC	-	Logon	Logon trigger	Exe	%windir%\System32\XblGameSaveTask.exe	standby	LocalSystem	-	{E52928DD-BCA2-4E32-9B84-FFA7606694BE}
.NET Framework NGEN v4.0.30319 Critical	Author	-	True	2018-05-07 19:40:40.000000 UTC	2018-05-04 18:22:01.000000 UTC	2018-05-07 19:43:11.000000 UTC	Logon	Logon trigger	ComHandler	{de434264-8fe9-4c0b-a83b-89ebeebff78e}	/RuntimeWide	Author	N/A	{E9347D1E-28CB-4927-9928-07E3F27C0BB6}
Device Install Reboot Required	Users	-	True	2020-09-20 23:52:44.000000 UTC	2018-05-04 18:22:00.000000 UTC	2020-09-20 23:53:07.000000 UTC	WindowsNotificationFacility	WNF state 7508bca33d009602	ComHandler	{48794782-6a1f-47b9-bd52-1d5f95d49c1b}	-	Users	N/A	{E974E122-13F0-4D23-8F35-6BC2276522E4}
Device Install Reboot Required	Users	-	True	2020-09-20 23:52:44.000000 UTC	2018-05-04 18:22:00.000000 UTC	2020-09-20 23:53:07.000000 UTC	Logon	Logon trigger	ComHandler	{48794782-6a1f-47b9-bd52-1d5f95d49c1b}	-	Users	N/A	{E974E122-13F0-4D23-8F35-6BC2276522E4}
Consolidator	WinSQMAccount	-	True	2021-09-15 22:00:01.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-15 22:00:01.000000 UTC	Time	-	-	-	-	WinSQMAccount	-	{EAE44DBA-F158-4EAA-8864-BCB05E36C20E}
Property Definition Sync	Author	-	True	-	2018-05-04 18:22:01.000000 UTC	-	Time	-	ComHandler	{2ae64751-b728-4d6b-97a0-b2da2e7d2a3b}	-	Author	N/A	{EBB66BED-91EF-4E44-AD01-62A97A169FEB}
RegisterDevicePeriodic24	System	-	True	-	2018-05-04 18:22:01.000000 UTC	-	Time	-	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-RegisterDevice -Periodic	System	N/A	{EBC98788-6390-4C89-8DA8-94D6DBAF2038}
EnableErrorDetailsUpdate	Users	-	True	-	2018-05-03 16:06:07.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca33e1b9611	ComHandler	{fe285c8c-5360-41c1-a700-45501c740de}	-	Users	N/A	{ECD13514-498E-4DEE-B7A9-9AB0E928A4E8}
FamilySafetyRefreshTask	System	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7508bca33a089541	ComHandler	{c844c79d-aed8-4dce-ab25-4d359bed84f8}	$(Arg0)	System	N/A	{EF54804E-C223-4211-94FA-93F425575B5B}
EDP Auth Task	Users	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7538bca3280a9641	ComHandler	{61bcd1b9-340c-40ec-9d41-d7f1c0632f05}	ReAuth	Users	N/A	{EFC1298E-E083-4116-982F-6E29309536D1}
-	Author	-	True	2021-02-03 01:14:14.000000 UTC	2020-12-15 00:37:26.000000 UTC	2021-02-03 01:14:30.000000 UTC	Time	-	-	-	-	Author	-	{EFEE3703-0AA7-48AE-A90F-9FCB84C9F99B}
AikCertEnrollTask	LocalSystem	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7510bca323098541	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	AIKCertEnroll	LocalSystem	N/A	{F07217FD-A936-48B0-951B-876F836F05E2}
Pre-staged app cleanup	LocalSystem	-	True	2018-05-08 15:13:29.000000 UTC	2018-05-04 18:22:00.000000 UTC	2018-05-08 15:13:29.000000 UTC	Logon	Logon trigger	Exe	%windir%\system32\rundll32.exe	%windir%\system32\AppxDeploymentClient.dll,AppxPreStageCleanupRunTask	LocalSystem	-	{F0A590C9-9AA0-48BB-B8D4-77D99A67BB0B}
Uninstallation	LocalSystem	-	-	2018-05-14 19:28:14.000000 UTC	2018-05-02 18:22:01.000000 UTC	2018-05-14 19:28:14.000000 UTC	-	-	ComHandler	{6f58f65f-ec0e-4aca-99fe-fc5a1a25e4be}	Uninstall	LocalSystem	N/A	{F1D63C54-FA88-48CF-B9EB-583FC03CFB8E}
RunFullMemoryDiagnostic	LocalAdmin	-	-	2018-05-14 05:25:24.000000 UTC	2018-04-30 18:22:01.000000 UTC	-	-	-	ComHandler	{8168e74a-b39f-46d8-adcd-7bed477b80a3}	Time	LocalAdmin	N/A	{F322AEB8-9975-47C8-879F-0E32A5EAF6A5}
WIM-Hash-Management	LocalSystem	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7518bca32b188341	ComHandler	{b7bffb5a-efa8-4d8c-bbde-c8d5faaf54a1}	WimHashManagement	LocalSystem	N/A	{F42908E9-8C42-4B8B-9E7D-7D177027C265}
WIM-Hash-Management	LocalSystem	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7528bca32b188341	ComHandler	{b7bffb5a-efa8-4d8c-bbde-c8d5faaf54a1}	WimHashManagement	LocalSystem	N/A	{F42908E9-8C42-4B8B-9E7D-7D177027C265}
Installation	Interactive Users	-	True	2021-02-03 20:14:15.000000 UTC	2018-05-04 18:22:00.000000 UTC	2018-08-31 21:15:32.000000 UTC	Logon	Logon trigger	ComHandler	{6f58f65f-ec0e-4aca-99fe-fc5a1a25e4be}	Install $(Arg0)	Interactive Users	N/A	{F4D8C2F5-8D0F-46C5-B6A9-F766A9E4B26E}
Installation	Interactive Users	-	True	2021-02-03 20:14:15.000000 UTC	2018-05-04 18:22:00.000000 UTC	2018-08-31 21:15:32.000000 UTC	Logon	Logon trigger	ComHandler	{6f58f65f-ec0e-4aca-99fe-fc5a1a25e4be}	Install $(Arg0)	Interactive Users	N/A	{F4D8C2F5-8D0F-46C5-B6A9-F766A9E4B26E}
DmClientOnScenarioDownload	LocalSystem	-	True	2021-09-14 02:59:16.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-14 02:59:16.000000 UTC	WindowsNotificationFacility	WNF state 7518bea3390b8a41	Exe	%windir%\system32\dmclient.exe	utcwnf	LocalSystem	-	{F6027CB3-9A58-415A-80F2-B1404204D4F5}
HandleWnsCommand	System	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7528bda33e06830d	ComHandler	{ae31b729-d5fd-401e-af42-784074835afe}	-WnsCommand	System	N/A	{F762479F-5A5A-4A57-99A4-19D5F576F34C}
CryptoPolicyTask	LocalSystem	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7530bca323098541	ComHandler	{47e30d54-dac1-473a-aff7-2355bf78881f}	CryptoPolicy	LocalSystem	N/A	{F8F8902D-2BE6-4F12-8A9A-00FA221A3146}
EDP Policy Manager	LocalService	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 7588bca328009213	ComHandler	{deca92e0-af85-439e-9204-86679978da08}	EdpPolicyManager	LocalService	N/A	{F9CE0C33-7E61-4DF2-BC66-B1BF04B51995}
EDP Policy Manager	LocalService	-	True	-	2018-05-04 18:22:01.000000 UTC	-	WindowsNotificationFacility	WNF state 75e0bca328009213	ComHandler	{deca92e0-af85-439e-9204-86679978da08}	EdpPolicyManager	LocalService	N/A	{F9CE0C33-7E61-4DF2-BC66-B1BF04B51995}
-	Author	-	True	-	2019-06-16 07:14:46.000000 UTC	-	Time	-	-	-	-	Author	-	{F9E42F61-F461-4A12-8B21-9AC4EB57C736}
Work Folders Maintenance Work	InteractiveUsers	-	True	2021-02-03 00:07:47.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-02-03 00:07:47.000000 UTC	Logon	Logon trigger	ComHandler	{63260bce-a3fb-4a34-aa51-d4d8e877b62b}	-	InteractiveUsers	N/A	{FA539782-A208-4DAD-AADC-48BBF20F8853}
-	LocalSystem	-	True	2020-09-21 01:47:57.000000 UTC	2018-05-03 16:06:08.000000 UTC	2020-09-21 01:48:29.000000 UTC	Logon	Logon trigger	Exe	%windir%\System32\XblGameSaveTask.exe	logon	LocalSystem	-	{FAD47B87-8C8C-47E9-A138-9E127E921F99}
.NET Framework NGEN v4.0.30319 64	Author	-	-	2021-09-16 01:52:18.000000 UTC	2018-05-04 18:22:01.000000 UTC	2021-09-16 01:52:26.000000 UTC	-	-	ComHandler	{429bc048-379e-45e0-80e4-eb1977941b5c}	/RuntimeWide	Author	N/A	{FC3CC2E0-9D3F-4ABD-BF38-79661F7A01E8}
SystemTask	LocalSystem	-	True	2021-09-15 21:51:48.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-09-15 21:51:49.000000 UTC	WindowsNotificationFacility	WNF state 7508bca32a1e890d	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	SYSTEM	LocalSystem	N/A	{FF41608D-1F8E-42BF-932D-C0C97E391B2E}
SystemTask	LocalSystem	-	True	2021-09-15 21:51:48.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-09-15 21:51:49.000000 UTC	Logon	Logon trigger	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	SYSTEM	LocalSystem	N/A	{FF41608D-1F8E-42BF-932D-C0C97E391B2E}
SystemTask	LocalSystem	-	True	2021-09-15 21:51:48.000000 UTC	2018-05-04 18:22:00.000000 UTC	2021-09-15 21:51:49.000000 UTC	Boot	Boot trigger	ComHandler	{58fb76b9-ac85-4e55-ac04-427593b1d060}	SYSTEM	LocalSystem	N/A	{FF41608D-1F8E-42BF-932D-C0C97E391B2E}
